epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,7574.03,0.23233,0.42936,0.82852,0.32797,0.01082,0.00431,0.00121,4.73956,4.66879,6.33504,0.00495903,0.00495903,0.00495903
60,7702.57,0.23356,0.43376,0.82857,0.13865,0.01995,0.00958,0.00115,4.68871,4.49878,6.12582,0.00495761,0.00495761,0.00495761
61,7830.04,0.23287,0.43361,0.82877,0.13617,0.01995,0.00933,0.00093,4.75716,4.65875,6.32275,0.00495616,0.00495616,0.00495616
62,7957.08,0.23429,0.43009,0.82906,0.12998,0.01995,0.00949,0.00095,4.71877,4.67321,6.26202,0.00495469,0.00495469,0.00495469
63,8083.88,0.23151,0.42634,0.82855,0.0215,0.01111,0.00594,0.00059,4.85822,4.66115,6.5568,0.0049532,0.0049532,0.0049532
64,8210.85,0.22945,0.41926,0.82719,0.11617,0.00556,0.00307,0.00061,4.86133,4.85907,6.50173,0.00495168,0.00495168,0.00495168
65,8338.02,0.22909,0.42033,0.82768,0.11963,0.00556,0.00536,0.00088,4.82376,4.99858,6.45641,0.00495014,0.00495014,0.00495014
66,8465.45,0.2335,0.42509,0.82855,0.14737,0.01082,0.00591,0.00107,4.80614,5.08573,6.47627,0.00494858,0.00494858,0.00494858
67,8592.36,0.23056,0.42191,0.82837,0.13176,0.00556,0.00442,0.00128,4.84854,5.13255,6.47357,0.00494699,0.00494699,0.00494699
68,8719.31,0.22779,0.41424,0.82718,0.14155,0.00556,0.00769,0.00222,4.83455,4.99767,6.43266,0.00494538,0.00494538,0.00494538
69,8846.21,0.23001,0.42201,0.82759,0.12774,0.01111,0.00643,0.001,4.83551,4.84002,6.40943,0.00494374,0.00494374,0.00494374
70,8973.09,0.23062,0.41635,0.82846,0.13061,0.00556,0.00432,0.00082,4.8489,4.99871,6.48147,0.00494208,0.00494208,0.00494208
71,9099.92,0.22926,0.41694,0.82858,0.13044,0.01111,0.00698,0.00105,4.84587,5.10293,6.49564,0.00494039,0.00494039,0.00494039
72,9227.59,0.23284,0.42562,0.82871,0.1317,0.01111,0.00866,0.00132,4.80554,5.10528,6.47014,0.00493869,0.00493869,0.00493869
73,9356.23,0.22969,0.42474,0.82889,0.12896,0.01111,0.00769,0.0012,4.7408,4.96112,6.34007,0.00493695,0.00493695,0.00493695
74,9484.89,0.22861,0.41682,0.82775,0.13582,0.01111,0.00854,0.00131,4.76563,5.2677,6.45956,0.0049352,0.0049352,0.0049352
75,9615.85,0.22884,0.41218,0.8274,0.14692,0.01111,0.00901,0.00135,4.77322,5.2455,6.43032,0.00493342,0.00493342,0.00493342
76,9744.07,0.22791,0.41708,0.82835,0.14301,0.01111,0.0089,0.00133,4.78977,5.16042,6.52503,0.00493162,0.00493162,0.00493162
77,9872.11,0.22938,0.42023,0.8285,0.1442,0.01637,0.00907,0.00134,4.79879,5.04941,6.59948,0.00492979,0.00492979,0.00492979
78,10000,0.2312,0.41965,0.82743,0.14383,0.01636,0.00958,0.0014,4.83312,4.93141,6.64253,0.00492794,0.00492794,0.00492794
79,10127.6,0.23057,0.41489,0.82798,0.13201,0.01637,0.00857,0.00128,4.86661,4.99412,6.70293,0.00492606,0.00492606,0.00492606
80,10255.9,0.22741,0.41327,0.82756,0.13493,0.01637,0.00822,0.00116,4.83594,5.0676,6.63231,0.00492417,0.00492417,0.00492417
81,10383.8,0.22779,0.41514,0.82804,0.13506,0.01637,0.00877,0.00088,4.77705,5.2023,6.50608,0.00492224,0.00492224,0.00492224
82,10511.8,0.22538,0.41483,0.82713,0.13173,0.01637,0.00786,0.00079,4.78781,5.19849,6.53653,0.0049203,0.0049203,0.0049203
83,10639.6,0.22984,0.41689,0.82877,0.13208,0.01637,0.00827,0.00083,4.78524,5.25852,6.56386,0.00491833,0.00491833,0.00491833
84,10767.3,0.22455,0.40658,0.82659,0.12285,0.01111,0.00698,0.0007,4.80231,5.2718,6.61036,0.00491634,0.00491634,0.00491634
85,10895.6,0.2273,0.41012,0.82661,0.02061,0.01111,0.0075,0.00075,4.80533,5.34292,6.60964,0.00491432,0.00491432,0.00491432
86,11024,0.22595,0.40994,0.82656,0.11112,0.00556,0.00247,0.00025,4.80278,5.36042,6.62666,0.00491228,0.00491228,0.00491228
87,11152.6,0.22584,0.40837,0.82712,0.11082,0.00556,0.00242,0.00024,4.80123,5.36551,6.61016,0.00491022,0.00491022,0.00491022
88,11281.4,0.2231,0.40332,0.82622,0.11289,0.00556,0.00255,0.00025,4.81613,5.4139,6.61165,0.00490813,0.00490813,0.00490813
89,11410.4,0.22827,0.4124,0.82721,0,0,0,0,4.80718,5.45375,6.60514,0.00490602,0.00490602,0.00490602
90,11539.9,0.22421,0.4061,0.82774,0,0,0,0,4.80498,5.46499,6.58682,0.00490388,0.00490388,0.00490388
91,11668.9,0.22583,0.4046,0.82731,0,0,0,0,4.81419,5.4486,6.60266,0.00490173,0.00490173,0.00490173
92,11797.6,0.22639,0.41094,0.82692,0,0,0,0,4.83695,5.34963,6.63615,0.00489955,0.00489955,0.00489955
93,11927.1,0.22564,0.40698,0.8278,0,0,0,0,4.83922,5.41035,6.64841,0.00489734,0.00489734,0.00489734
94,12056.5,0.22525,0.40037,0.82659,0,0,0,0,4.84569,5.4173,6.65165,0.00489511,0.00489511,0.00489511
95,12187,0.22476,0.41099,0.8283,0,0,0,0,4.85168,5.41669,6.65984,0.00489286,0.00489286,0.00489286
96,12315.7,0.22669,0.40911,0.82747,0,0,0,0,4.85334,5.39235,6.66291,0.00489059,0.00489059,0.00489059
97,12445.1,0.22454,0.40218,0.82598,0,0,0,0,4.86363,5.39275,6.66867,0.00488829,0.00488829,0.00488829
98,12574.7,0.22348,0.4066,0.82634,0.00093,0.00357,0.00049,5e-05,4.87489,5.41057,6.67523,0.00488597,0.00488597,0.00488597
99,12703.2,0.22337,0.40186,0.82547,0.00093,0.00357,0.00049,5e-05,4.87451,5.39382,6.67492,0.00488362,0.00488362,0.00488362
100,12834,0.22258,0.40461,0.82783,0.0009,0.00357,0.00048,5e-05,4.87446,5.39954,6.68252,0.00488126,0.00488126,0.00488126
101,12964.5,0.22089,0.40089,0.82678,0.00092,0.00357,0.00048,5e-05,4.87582,5.40571,6.68393,0.00487886,0.00487886,0.00487886
102,13092.8,0.22324,0.40161,0.82627,0.00094,0.00357,0.0005,5e-05,4.87774,5.40381,6.69263,0.00487645,0.00487645,0.00487645
103,13221.7,0.2244,0.40171,0.82713,0.00094,0.00357,0.0005,5e-05,4.87415,5.36326,6.68264,0.00487401,0.00487401,0.00487401
104,13350.4,0.22248,0.40222,0.82609,0.00093,0.00357,0.00049,5e-05,4.86891,5.37928,6.69156,0.00487155,0.00487155,0.00487155
105,13480.4,0.22537,0.39903,0.82624,0.00092,0.00357,0.00049,5e-05,4.8752,5.38282,6.70773,0.00486907,0.00486907,0.00486907
106,13608.4,0.22393,0.40238,0.82713,0.00091,0.00357,0.00049,5e-05,4.8574,5.41694,6.67363,0.00486656,0.00486656,0.00486656
107,13735.8,0.2224,0.39916,0.82629,0.0009,0.00357,0.00048,5e-05,4.86535,5.38909,6.71289,0.00486403,0.00486403,0.00486403
108,13863.1,0.22141,0.39937,0.82653,0.0009,0.00357,0.00048,5e-05,4.86235,5.38427,6.72952,0.00486148,0.00486148,0.00486148
