epoch,d_loss,g_loss
0,0.1734955608844757,3.7010016441345215
1,0.0572587214410305,4.0411176681518555
2,0.0792764276266098,3.8830959796905518
3,0.06351978331804276,3.8992385864257812
4,0.08891557157039642,4.597017765045166
5,0.08742086589336395,5.068570137023926
6,0.06425690650939941,4.42584228515625
7,0.11717116832733154,5.741761207580566
8,0.10908565670251846,4.422179222106934
9,0.11483471095561981,5.008011817932129
10,0.13007402420043945,4.282318115234375
11,0.16803424060344696,4.922943115234375
12,0.19038501381874084,5.229783058166504
13,0.16789299249649048,3.6552371978759766
14,0.11513420194387436,4.827999114990234
15,0.0947285145521164,5.916450500488281
16,0.08268861472606659,5.032979488372803
17,0.3367488384246826,3.5454330444335938
18,0.4175235331058502,2.7364795207977295
19,0.45234328508377075,3.5531601905822754
20,0.34170830249786377,3.1993658542633057
21,0.6087615489959717,3.408466339111328
22,1.0688903331756592,2.123427629470825
23,0.9048948287963867,2.705256938934326
24,0.7550985217094421,2.1774182319641113
25,0.3353254497051239,3.3901774883270264
26,1.4612503051757812,2.0586845874786377
27,0.7330203056335449,2.3012759685516357
28,0.35664916038513184,3.1161656379699707
29,1.1231540441513062,1.741361379623413
30,0.7495115995407104,1.779083013534546
31,0.24067139625549316,2.7922775745391846
32,0.9594013690948486,2.202192783355713
33,0.7530691027641296,2.2239327430725098
34,0.7190835475921631,2.0090432167053223
35,0.9094203114509583,2.328810930252075
36,0.7703574895858765,2.9357991218566895
37,0.7527459859848022,3.237377166748047
38,0.8863182067871094,2.5161967277526855
39,1.1850695610046387,2.3670461177825928
40,0.4507003128528595,3.0551772117614746
41,0.8958446979522705,2.6641554832458496
42,0.5608076453208923,2.710738182067871
43,0.6765134930610657,2.3879292011260986
44,1.2233980894088745,2.636054515838623
45,0.6240115165710449,3.3825879096984863
46,0.5161275267601013,2.6600029468536377
47,0.5842685103416443,3.085937023162842
48,0.5265475511550903,2.578037977218628
49,0.6866161823272705,2.24912428855896
50,0.6763946413993835,3.2888500690460205
51,0.39068642258644104,3.1099307537078857
52,0.3183446526527405,3.0083484649658203
53,0.8201010823249817,1.9105842113494873
54,0.9888579249382019,2.445070743560791
55,0.45263975858688354,4.100337028503418
56,0.6603189706802368,2.6188671588897705
57,0.36688047647476196,3.209412097930908
58,0.3867332935333252,3.124476671218872
59,0.7098240852355957,2.6544852256774902
60,0.31467777490615845,3.6178526878356934
61,0.25079140067100525,2.971026659011841
62,0.316534161567688,3.6810576915740967
63,0.29510775208473206,3.5316028594970703
64,0.3683795928955078,2.6237823963165283
65,0.5227270126342773,2.78727388381958
66,0.5120612382888794,2.6886277198791504
67,0.595115065574646,3.169187307357788
68,0.3401435613632202,3.0104007720947266
69,0.36196285486221313,2.7848196029663086
70,0.4489774703979492,2.980499505996704
71,0.6360507011413574,2.6147799491882324
72,0.9606140851974487,3.842665195465088
73,0.8201988935470581,2.8472163677215576
74,0.27777254581451416,3.190535068511963
75,0.3899490535259247,2.6547000408172607
76,0.5628892183303833,2.833524227142334
77,0.522229015827179,3.2125556468963623
78,0.9269852042198181,2.8003032207489014
79,0.5334397554397583,2.7132859230041504
80,0.18719220161437988,3.7998459339141846
81,0.4837590456008911,3.925783634185791
82,0.43533092737197876,2.9937214851379395
83,0.46679556369781494,3.1295220851898193
84,0.29547813534736633,3.201448440551758
85,0.6845060586929321,3.6027297973632812
86,0.16264492273330688,3.5003952980041504
87,0.46761268377304077,2.2640328407287598
88,0.27597299218177795,3.226039409637451
89,0.39934825897216797,2.392294406890869
90,0.23415622115135193,3.989915370941162
91,0.35078880190849304,2.7194905281066895
92,0.5427780747413635,2.847564697265625
93,0.37116461992263794,2.2124412059783936
94,0.6598873138427734,3.8170628547668457
95,0.302914559841156,3.3436455726623535
96,0.19886532425880432,3.3583896160125732
97,0.47223374247550964,3.4269142150878906
98,0.37449952960014343,3.4402835369110107
99,0.29910123348236084,2.8936564922332764
100,0.42843592166900635,3.2937588691711426
101,0.29976794123649597,3.344778537750244
102,0.32582545280456543,3.757194995880127
103,0.7123711109161377,2.760465621948242
104,0.570868968963623,3.699634552001953
105,0.41159868240356445,3.9140846729278564
106,0.5596146583557129,4.527309417724609
107,0.4515140652656555,2.4380135536193848
108,0.18569475412368774,3.8635799884796143
109,0.44786250591278076,2.4638311862945557
110,0.7298910617828369,2.6619205474853516
111,0.3597729206085205,3.3458657264709473
112,0.22558817267417908,4.168740749359131
113,0.17461103200912476,4.070807933807373
114,0.42556196451187134,2.566885471343994
115,0.6182599067687988,3.189086437225342
116,0.3768537640571594,3.853144884109497
117,0.5689792037010193,2.457352638244629
118,0.48264309763908386,4.233033180236816
119,0.27626878023147583,3.394852876663208
120,0.13353613018989563,4.470358371734619
121,0.7261921167373657,3.4505462646484375
122,0.4944017231464386,3.292465925216675
123,0.39322271943092346,3.6211071014404297
124,0.5523582696914673,3.6858761310577393
125,0.44162386655807495,2.778221607208252
126,0.30026721954345703,4.745504379272461
127,0.4371303915977478,2.8961310386657715
128,0.6772909164428711,2.6323654651641846
129,0.35011744499206543,2.9198546409606934
130,0.6232450008392334,2.366213798522949
131,0.09783318638801575,4.597540378570557
132,0.3776015639305115,4.06798791885376
133,0.2631475627422333,4.002377986907959
134,0.20403489470481873,2.9168124198913574
135,0.3244364857673645,2.9092020988464355
136,0.25640982389450073,3.800086498260498
137,0.6492211818695068,2.8065621852874756
138,0.5951210856437683,3.2103607654571533
139,0.49298712611198425,3.3650803565979004
140,0.41663581132888794,3.6113998889923096
141,0.5448702573776245,2.719203233718872
142,0.2405611276626587,3.6297004222869873
143,0.40483909845352173,2.876357316970825
144,0.4139353930950165,3.8424384593963623
145,0.35931456089019775,2.8768324851989746
146,0.48563480377197266,3.8311073780059814
147,0.5211279392242432,2.5230860710144043
148,0.6914653182029724,2.690810441970825
149,0.6438562273979187,3.224569320678711
150,0.5745717287063599,2.6013588905334473
151,0.688645601272583,2.332850933074951
152,0.16201400756835938,4.334052562713623
153,0.35534030199050903,3.296734571456909
154,0.2698163390159607,4.163503170013428
155,0.32240045070648193,4.073379039764404
156,0.5689539313316345,2.124164581298828
157,0.33431577682495117,2.7129547595977783
158,0.41405144333839417,4.23585319519043
159,0.387082576751709,3.349552869796753
160,0.2702229917049408,4.445556640625
161,0.22723427414894104,3.9757676124572754
162,0.8419418334960938,3.3777973651885986
163,0.8512221574783325,1.798200011253357
164,0.2986288368701935,3.9543776512145996
165,0.46329379081726074,3.0739047527313232
166,0.4360937476158142,2.607959270477295
167,0.3239109516143799,2.8817548751831055
168,0.28225257992744446,3.1598856449127197
169,0.20095331966876984,3.354473114013672
170,0.303566038608551,3.8261826038360596
171,0.27799227833747864,2.7823846340179443
172,0.4209664463996887,4.454440116882324
173,0.29137319326400757,3.5786075592041016
174,0.44292470812797546,3.6025428771972656
175,0.4670725464820862,4.822964191436768
176,0.3104885518550873,2.8256990909576416
177,0.5414891242980957,3.6836447715759277
178,0.22870634496212006,4.426016330718994
179,0.29726070165634155,3.1797854900360107
180,0.4932374954223633,3.029279947280884
181,0.22042977809906006,4.792994499206543
182,0.2529999613761902,3.212066173553467
183,0.40730607509613037,4.16342830657959
184,0.3583950698375702,4.50543737411499
185,0.1489192396402359,4.57757043838501
186,0.49411100149154663,3.4670815467834473
187,0.6486862301826477,2.9711146354675293
188,0.5658249855041504,2.9924230575561523
189,0.32691100239753723,3.469109058380127
190,0.10768905282020569,4.100672721862793
191,0.32724934816360474,3.450450897216797
192,0.14276108145713806,4.053675651550293
193,0.21907708048820496,4.046054840087891
194,0.22035248577594757,4.6335883140563965
195,0.5138556957244873,2.5690245628356934
196,0.3552497327327728,3.757215976715088
197,0.5999826192855835,3.4685630798339844
198,0.1014198511838913,3.8396384716033936
199,0.1454658806324005,3.7506625652313232
