epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,97.6868,0.82764,0.92545,1.0263,0.0001,0.01333,4e-05,1e-05,4.00075,4307.4,11.89,0.00495616,0.00495616,0.00495616
62,99.503,0.7424,0.86391,1.01988,0.00034,0.06193,0.00027,0.00013,3.26045,852.811,6.47452,0.00495469,0.00495469,0.00495469
63,100.995,0.80135,0.87295,0.97475,0.00034,0.06193,0.00027,0.00013,3.26045,852.811,6.47452,0.0049532,0.0049532,0.0049532
64,102.426,0.79813,0.85184,0.97986,0.60018,0.03333,0.00757,0.00375,2.75649,188.107,4.11992,0.00495168,0.00495168,0.00495168
65,103.835,0.8891,0.95971,1.0727,0.60018,0.03333,0.00757,0.00375,2.75649,188.107,4.11992,0.00495014,0.00495014,0.00495014
66,105.261,0.81842,0.89676,0.9992,0.57451,0.02667,0.07293,0.04679,2.3029,38.3925,3.20001,0.00494858,0.00494858,0.00494858
67,106.662,0.8805,0.9442,1.05466,0.57451,0.02667,0.07293,0.04679,2.3029,38.3925,3.20001,0.00494699,0.00494699,0.00494699
68,108.026,0.87244,0.88484,0.98999,0.24952,0.21363,0.14923,0.10608,1.86542,20.8449,2.38096,0.00494538,0.00494538,0.00494538
69,109.433,0.76778,0.85123,1.00164,0.24952,0.21363,0.14923,0.10608,1.86542,20.8449,2.38096,0.00494374,0.00494374,0.00494374
70,110.829,0.78983,0.87159,0.98637,0.41845,0.24095,0.26093,0.18165,1.53504,17.0775,1.83366,0.00494208,0.00494208,0.00494208
71,112.248,0.72686,0.822,0.97356,0.41845,0.24095,0.26093,0.18165,1.53504,17.0775,1.83366,0.00494039,0.00494039,0.00494039
72,113.641,0.73029,0.75559,0.94636,0.60426,0.30856,0.31307,0.23372,1.27539,20.5029,1.62523,0.00493869,0.00493869,0.00493869
73,115.174,0.74105,0.9029,0.98116,0.60426,0.30856,0.31307,0.23372,1.27539,20.5029,1.62523,0.00493695,0.00493695,0.00493695
74,116.625,0.7468,0.79996,0.97786,0.42882,0.28052,0.28411,0.21473,1.21177,16.1419,1.52247,0.0049352,0.0049352,0.0049352
75,117.966,0.71917,0.79828,0.9936,0.42882,0.28052,0.28411,0.21473,1.21177,16.1419,1.52247,0.00493342,0.00493342,0.00493342
76,119.406,0.78282,0.85671,1.01292,0.56291,0.2638,0.35437,0.28125,1.04997,9.86015,1.39733,0.00493162,0.00493162,0.00493162
77,120.942,0.7835,0.86728,0.9741,0.56291,0.2638,0.35437,0.28125,1.04997,9.86015,1.39733,0.00492979,0.00492979,0.00492979
78,122.754,0.79647,0.81656,1.00271,0.67156,0.39603,0.44633,0.34681,1.01311,5.10736,1.28362,0.00492794,0.00492794,0.00492794
79,124.374,0.82356,0.86782,1.02877,0.67156,0.39603,0.44633,0.34681,1.01311,5.10736,1.28362,0.00492606,0.00492606,0.00492606
80,125.956,0.80043,0.93733,1.03733,0.63256,0.5281,0.50881,0.40537,0.95667,3.12193,1.25172,0.00492417,0.00492417,0.00492417
81,127.453,0.74523,0.78212,0.97381,0.63256,0.5281,0.50881,0.40537,0.95667,3.12193,1.25172,0.00492224,0.00492224,0.00492224
82,129.02,0.77657,0.86692,1.01251,0.4462,0.63157,0.6105,0.4772,0.93226,2.42199,1.19327,0.0049203,0.0049203,0.0049203
83,130.567,0.7514,0.86538,1.00645,0.4462,0.63157,0.6105,0.4772,0.93226,2.42199,1.19327,0.00491833,0.00491833,0.00491833
84,132.137,0.8043,0.89993,0.98489,0.68344,0.53426,0.67774,0.52778,0.9009,1.88924,1.19556,0.00491634,0.00491634,0.00491634
85,133.671,0.68517,0.82451,0.93103,0.68344,0.53426,0.67774,0.52778,0.9009,1.88924,1.19556,0.00491432,0.00491432,0.00491432
86,135.159,0.67916,0.77319,0.93097,0.71389,0.5507,0.67005,0.50409,0.91845,1.82999,1.23626,0.00491228,0.00491228,0.00491228
87,136.521,0.66737,0.69761,0.93088,0.71389,0.5507,0.67005,0.50409,0.91845,1.82999,1.23626,0.00491022,0.00491022,0.00491022
88,137.891,0.73896,0.74611,0.94774,0.6884,0.62415,0.68841,0.52491,0.93524,1.9772,1.22897,0.00490813,0.00490813,0.00490813
89,139.295,0.70027,0.75497,0.96598,0.6884,0.62415,0.68841,0.52491,0.93524,1.9772,1.22897,0.00490602,0.00490602,0.00490602
90,140.682,0.82418,0.92697,1.06516,0.64392,0.67948,0.70174,0.5455,0.90201,1.84849,1.17163,0.00490388,0.00490388,0.00490388
91,142.277,0.66506,0.66189,0.91176,0.64392,0.67948,0.70174,0.5455,0.90201,1.84849,1.17163,0.00490173,0.00490173,0.00490173
92,143.87,0.73094,0.75914,0.97539,0.66882,0.59235,0.68535,0.5167,0.9977,1.73126,1.25925,0.00489955,0.00489955,0.00489955
93,145.273,0.72263,0.77388,0.97711,0.66882,0.59235,0.68535,0.5167,0.9977,1.73126,1.25925,0.00489734,0.00489734,0.00489734
94,146.968,0.72875,0.8139,0.97473,0.68825,0.69004,0.71535,0.54666,0.89389,1.62076,1.16258,0.00489511,0.00489511,0.00489511
95,148.525,0.72742,0.79511,0.96843,0.68825,0.69004,0.71535,0.54666,0.89389,1.62076,1.16258,0.00489286,0.00489286,0.00489286
96,150.037,0.74623,0.72799,0.96446,0.76653,0.67984,0.73453,0.56472,0.86312,1.67914,1.14604,0.00489059,0.00489059,0.00489059
97,151.545,0.75076,0.78372,1.02437,0.76653,0.67984,0.73453,0.56472,0.86312,1.67914,1.14604,0.00488829,0.00488829,0.00488829
98,153.102,0.71382,0.75383,0.96969,0.69142,0.67812,0.71511,0.54355,0.93686,1.90078,1.1984,0.00488597,0.00488597,0.00488597
99,154.472,0.67232,0.69374,0.94718,0.69142,0.67812,0.71511,0.54355,0.93686,1.90078,1.1984,0.00488362,0.00488362,0.00488362
100,155.862,0.69569,0.70928,0.9319,0.8269,0.58139,0.69891,0.52771,0.96597,2.01175,1.20384,0.00488126,0.00488126,0.00488126
101,157.217,0.70909,0.78968,0.95226,0.8269,0.58139,0.69891,0.52771,0.96597,2.01175,1.20384,0.00487886,0.00487886,0.00487886
102,158.605,0.68786,0.7013,0.93916,0.85186,0.58529,0.7398,0.59093,0.84574,1.65801,1.11071,0.00487645,0.00487645,0.00487645
103,160.083,0.69276,0.71498,0.92602,0.85186,0.58529,0.7398,0.59093,0.84574,1.65801,1.11071,0.00487401,0.00487401,0.00487401
104,161.665,0.67438,0.71275,0.94087,0.77605,0.57945,0.74292,0.58597,0.85488,1.55886,1.10142,0.00487155,0.00487155,0.00487155
105,163.049,0.74408,0.75591,1.00172,0.77605,0.57945,0.74292,0.58597,0.85488,1.55886,1.10142,0.00486907,0.00486907,0.00486907
106,164.461,0.72705,0.71287,0.96426,0.69904,0.72953,0.78078,0.62018,0.82393,1.36218,1.079,0.00486656,0.00486656,0.00486656
107,166.044,0.65732,0.66414,0.93989,0.69904,0.72953,0.78078,0.62018,0.82393,1.36218,1.079,0.00486403,0.00486403,0.00486403
108,167.589,0.6883,0.7005,0.93632,0.81082,0.63359,0.79334,0.61922,0.82156,1.31478,1.08058,0.00486148,0.00486148,0.00486148
109,169.194,0.65077,0.67276,0.94804,0.81082,0.63359,0.79334,0.61922,0.82156,1.31478,1.08058,0.0048589,0.0048589,0.0048589
