epoch,accuracy,loss,val_accuracy,val_loss
78,0.9679999947547913,0.29455456137657166,0.8706896305084229,0.5367886424064636
79,0.9120000004768372,0.41401731967926025,0.8706896305084229,0.5366979837417603
80,0.9200000166893005,0.33597177267074585,0.8706896305084229,0.5366207361221313
81,0.9520000219345093,0.33518218994140625,0.8706896305084229,0.5365805625915527
82,0.9440000057220459,0.35121557116508484,0.8706896305084229,0.5365740656852722
83,0.9359999895095825,0.3561040461063385,0.8706896305084229,0.5365780591964722
84,0.9359999895095825,0.34218829870224,0.8706896305084229,0.5365850925445557
85,0.9520000219345093,0.34813329577445984,0.8706896305084229,0.5365860462188721
86,0.8799999952316284,0.43458545207977295,0.8706896305084229,0.5365804433822632
87,0.9679999947547913,0.32540932297706604,0.8706896305084229,0.5365697741508484
88,0.9359999895095825,0.36547213792800903,0.8706896305084229,0.5365630984306335
89,0.9200000166893005,0.41944292187690735,0.8706896305084229,0.5365492105484009
90,0.9039999842643738,0.409691721200943,0.8706896305084229,0.5365305542945862
91,0.9359999895095825,0.34496182203292847,0.8706896305084229,0.536509096622467
92,0.9520000219345093,0.32029855251312256,0.8706896305084229,0.5364871025085449
93,0.9039999842643738,0.4364069998264313,0.8706896305084229,0.5364855527877808
94,0.9279999732971191,0.38221612572669983,0.8706896305084229,0.536486029624939
95,0.9120000004768372,0.3944128453731537,0.8706896305084229,0.5364862084388733
96,0.9279999732971191,0.4256422817707062,0.8706896305084229,0.5364860892295837
97,0.9359999895095825,0.3395936191082001,0.8706896305084229,0.5364853739738464
98,0.9440000057220459,0.3544411063194275,0.8706896305084229,0.53648442029953
99,0.9520000219345093,0.3178648352622986,0.8706896305084229,0.536483645439148
100,0.9440000057220459,0.32739052176475525,0.8706896305084229,0.5364829301834106
101,0.9679999947547913,0.29209867119789124,0.8706896305084229,0.5364826321601868
102,0.9679999947547913,0.31436651945114136,0.8706896305084229,0.5364823937416077
103,0.9200000166893005,0.3408104181289673,0.8706896305084229,0.5364823937416077
104,0.9440000057220459,0.3364776372909546,0.8706896305084229,0.5364823937416077
105,0.9440000057220459,0.3200596272945404,0.8706896305084229,0.5364823341369629
106,0.9440000057220459,0.3375464081764221,0.8706896305084229,0.5364822745323181
107,0.9120000004768372,0.3759596049785614,0.8706896305084229,0.5364820957183838
108,0.9200000166893005,0.3440087139606476,0.8706896305084229,0.5364820957183838
109,0.9359999895095825,0.3367368280887604,0.8706896305084229,0.536482036113739
110,0.9120000004768372,0.38737645745277405,0.8706896305084229,0.5364819765090942
111,0.9359999895095825,0.29129764437675476,0.8706896305084229,0.536482036113739
112,0.9279999732971191,0.34543609619140625,0.8706896305084229,0.5364819765090942
113,0.9679999947547913,0.2835497260093689,0.8706896305084229,0.5364819169044495
114,0.8960000276565552,0.4452667832374573,0.8706896305084229,0.5364819169044495
115,0.9200000166893005,0.33531296253204346,0.8706896305084229,0.5364819765090942
116,0.9520000219345093,0.29756584763526917,0.8706896305084229,0.5364819169044495
117,0.8960000276565552,0.3888086676597595,0.8706896305084229,0.5364819765090942
118,0.9440000057220459,0.3228784203529358,0.8706896305084229,0.5364819169044495
119,0.9039999842643738,0.4284958243370056,0.8706896305084229,0.5364819169044495
120,0.8960000276565552,0.3815247714519501,0.8706896305084229,0.5364819169044495
121,0.9120000004768372,0.3666000962257385,0.8706896305084229,0.5364819169044495
122,0.9120000004768372,0.3461850583553314,0.8706896305084229,0.5364819169044495
123,0.9200000166893005,0.36581745743751526,0.8706896305084229,0.5364819169044495
124,0.9279999732971191,0.3358655273914337,0.8706896305084229,0.5364819169044495
125,0.9200000166893005,0.3869057893753052,0.8706896305084229,0.5364819169044495
126,0.9440000057220459,0.3922843635082245,0.8706896305084229,0.5364819765090942
127,0.9279999732971191,0.3293396532535553,0.8706896305084229,0.5364819169044495
128,0.9200000166893005,0.48200738430023193,0.8706896305084229,0.5364819169044495
129,0.9520000219345093,0.30135101079940796,0.8706896305084229,0.5364819169044495
130,0.9520000219345093,0.36777469515800476,0.8706896305084229,0.5364818572998047
131,0.9520000219345093,0.3363277316093445,0.8706896305084229,0.5364819169044495
132,0.9279999732971191,0.3574419617652893,0.8706896305084229,0.5364819169044495
133,0.9200000166893005,0.4045189321041107,0.8706896305084229,0.5364819169044495
134,0.9120000004768372,0.38871341943740845,0.8706896305084229,0.5364819765090942
135,0.9359999895095825,0.36226701736450195,0.8706896305084229,0.5364819765090942
136,0.9039999842643738,0.4536701738834381,0.8706896305084229,0.5364819169044495
137,0.9200000166893005,0.39812561869621277,0.8706896305084229,0.5364819169044495
138,0.9440000057220459,0.33039215207099915,0.8706896305084229,0.5364819169044495
139,0.9359999895095825,0.337938517332077,0.8706896305084229,0.5364819169044495
140,0.9200000166893005,0.34345415234565735,0.8706896305084229,0.5364819765090942
141,0.9120000004768372,0.37643277645111084,0.8706896305084229,0.5364819169044495
142,0.9679999947547913,0.26133719086647034,0.8706896305084229,0.5364819765090942
