epoch,accuracy,loss,val_accuracy,val_loss
0,0.0560000017285347,4.565339088439941,0.1034482792019844,3.299044370651245
1,0.17599999904632568,3.357051372528076,0.24137930572032928,3.36816668510437
2,0.17599999904632568,3.3212809562683105,0.1034482792019844,3.1627004146575928
3,0.20800000429153442,2.966942548751831,0.3965517282485962,2.762263059616089
4,0.3440000116825104,2.48521089553833,0.2586206793785095,2.876760482788086
5,0.3199999928474426,2.8262171745300293,0.4655172526836395,2.1691536903381348
6,0.36800000071525574,2.1262874603271484,0.4568965435028076,2.0738072395324707
7,0.42399999499320984,1.9503130912780762,0.43103447556495667,1.965299367904663
8,0.5440000295639038,1.6497806310653687,0.5775862336158752,1.6574654579162598
9,0.5600000023841858,1.4077229499816895,0.568965494632721,1.4882748126983643
10,0.5600000023841858,1.4048928022384644,0.5258620977401733,1.5398168563842773
11,0.5920000076293945,1.3262226581573486,0.6465517282485962,1.3757925033569336
12,0.6880000233650208,1.0332605838775635,0.6637930870056152,1.185238242149353
13,0.7599999904632568,1.0381495952606201,0.7155172228813171,1.1108113527297974
14,0.8080000281333923,0.8376397490501404,0.7758620977401733,1.0598504543304443
15,0.7120000123977661,0.9445214867591858,0.7844827771186829,0.9684568643569946
16,0.7680000066757202,0.9578413963317871,0.7155172228813171,1.019569993019104
17,0.8080000281333923,0.8759859800338745,0.7758620977401733,0.9688331484794617
18,0.7680000066757202,0.8985140919685364,0.7413793206214905,1.0229207277297974
19,0.8159999847412109,0.7401989698410034,0.767241358757019,0.9090815186500549
20,0.7839999794960022,0.8468489646911621,0.8103448152542114,0.8699847459793091
21,0.8640000224113464,0.6946369409561157,0.7931034564971924,0.9551103115081787
22,0.8399999737739563,0.7186572551727295,0.8103448152542114,0.8526382446289062
23,0.8479999899864197,0.6705814003944397,0.7844827771186829,0.811648428440094
24,0.9039999842643738,0.5258636474609375,0.7844827771186829,0.7336297631263733
25,0.8479999899864197,0.6895710825920105,0.7844827771186829,0.7772627472877502
26,0.8640000224113464,0.6152304410934448,0.7931034564971924,0.7937464714050293
27,0.8640000224113464,0.6177501678466797,0.8448275923728943,0.6770803332328796
28,0.8399999737739563,0.6166463494300842,0.8362069129943848,0.7345113158226013
29,0.8640000224113464,0.5439985394477844,0.8620689511299133,0.6581836938858032
30,0.8799999952316284,0.500034749507904,0.818965494632721,0.6902811527252197
31,0.8560000061988831,0.6562660932540894,0.818965494632721,0.7608256340026855
32,0.8479999899864197,0.5871270298957825,0.8534482717514038,0.7385116815567017
33,0.8880000114440918,0.4993445873260498,0.8362069129943848,0.6876206994056702
34,0.9039999842643738,0.46370580792427063,0.8534482717514038,0.654917299747467
35,0.9039999842643738,0.46313315629959106,0.8534482717514038,0.5738449692726135
36,0.9039999842643738,0.4415487051010132,0.8534482717514038,0.5463714003562927
37,0.8880000114440918,0.4536794126033783,0.8793103694915771,0.4968685507774353
38,0.8799999952316284,0.5047510862350464,0.8793103694915771,0.5167791247367859
39,0.8799999952316284,0.47630101442337036,0.8620689511299133,0.5787131190299988
40,0.871999979019165,0.5038823485374451,0.8706896305084229,0.5755480527877808
41,0.9200000166893005,0.46342045068740845,0.8620689511299133,0.5760358572006226
42,0.9039999842643738,0.43336814641952515,0.8965517282485962,0.5636292695999146
43,0.871999979019165,0.568192720413208,0.8706896305084229,0.5663281083106995
44,0.8479999899864197,0.6063063740730286,0.8448275923728943,0.6811696887016296
45,0.8640000224113464,0.53048175573349,0.8534482717514038,0.6392349004745483
46,0.9039999842643738,0.4458138346672058,0.8620689511299133,0.5793090462684631
47,0.9359999895095825,0.4293782413005829,0.8620689511299133,0.5584269165992737
48,0.9039999842643738,0.5865263938903809,0.8448275923728943,0.5817497372627258
49,0.9039999842643738,0.43263089656829834,0.8879310488700867,0.5686017870903015
50,0.8880000114440918,0.516572117805481,0.8275862336158752,0.7074547410011292
51,0.9200000166893005,0.41718506813049316,0.8448275923728943,0.5807247161865234
52,0.871999979019165,0.4567227065563202,0.8793103694915771,0.5296306014060974
53,0.9120000004768372,0.4720136821269989,0.8879310488700867,0.5207950472831726
54,0.9440000057220459,0.3261597156524658,0.8879310488700867,0.5162469744682312
55,0.9279999732971191,0.3068316578865051,0.8879310488700867,0.5167469382286072
56,0.9359999895095825,0.3746311664581299,0.8879310488700867,0.5203585028648376
57,0.8880000114440918,0.46676599979400635,0.8793103694915771,0.5246121287345886
58,0.9039999842643738,0.35662785172462463,0.8879310488700867,0.5273517370223999
59,0.9359999895095825,0.3665601313114166,0.8879310488700867,0.5278601050376892
60,0.9279999732971191,0.39685747027397156,0.8879310488700867,0.5305867791175842
61,0.9120000004768372,0.420887291431427,0.8706896305084229,0.5327625274658203
62,0.9520000219345093,0.30169013142585754,0.8620689511299133,0.5397384166717529
63,0.9359999895095825,0.3418774902820587,0.8620689511299133,0.5403487086296082
64,0.9599999785423279,0.325312077999115,0.8620689511299133,0.5407252311706543
65,0.9440000057220459,0.34483563899993896,0.8620689511299133,0.5413710474967957
66,0.9440000057220459,0.35996413230895996,0.8620689511299133,0.542090117931366
67,0.9359999895095825,0.4076162576675415,0.8620689511299133,0.5426235198974609
68,0.9359999895095825,0.4006545841693878,0.8620689511299133,0.5416775941848755
69,0.9120000004768372,0.4035952687263489,0.8620689511299133,0.5400804281234741
70,0.9520000219345093,0.31817126274108887,0.8620689511299133,0.5385502576828003
71,0.8880000114440918,0.3941974341869354,0.8706896305084229,0.5374159812927246
72,0.9200000166893005,0.4065943658351898,0.8706896305084229,0.5366267561912537
73,0.9279999732971191,0.336416631937027,0.8706896305084229,0.5366522669792175
74,0.9359999895095825,0.326698899269104,0.8706896305084229,0.5366955399513245
75,0.9200000166893005,0.3358704745769501,0.8706896305084229,0.5368167757987976
76,0.9279999732971191,0.34166350960731506,0.8706896305084229,0.536871075630188
77,0.9359999895095825,0.3125811219215393,0.8706896305084229,0.5368605852127075
