epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,108.205,1.19486,1.18477,1.24107,0.78238,0.66243,0.78132,0.5264,1.15848,1.23367,1.25393,0.00498505,0.00498505,0.00498505
37,110.855,1.29592,1.24996,1.31404,0.70312,0.70007,0.77793,0.5193,1.16591,1.25705,1.27724,0.00498419,0.00498419,0.00498419
38,113.488,1.20341,1.22738,1.29269,0.79281,0.75487,0.83909,0.56157,1.1882,1.22458,1.32303,0.0049833,0.0049833,0.0049833
39,116.07,1.14897,1.16156,1.2488,0.82157,0.69697,0.8351,0.58009,1.11672,1.17217,1.25704,0.00498238,0.00498238,0.00498238
40,118.748,1.19876,1.17625,1.26787,0.86254,0.72145,0.84956,0.55474,1.32205,1.1032,1.36978,0.00498145,0.00498145,0.00498145
41,121.31,1.19355,1.16077,1.21854,0.84179,0.75646,0.85345,0.55872,1.29949,1.13377,1.34573,0.00498048,0.00498048,0.00498048
42,123.882,1.22471,1.14616,1.23033,0.76027,0.7565,0.8313,0.58378,1.13405,1.14348,1.23777,0.0049795,0.0049795,0.0049795
43,126.552,1.18866,1.19475,1.21147,0.74577,0.73566,0.82342,0.52889,1.2864,1.17564,1.31978,0.00497849,0.00497849,0.00497849
44,129.219,1.14474,1.15559,1.19944,0.77724,0.72397,0.83977,0.6204,1.03506,1.12711,1.20662,0.00497745,0.00497745,0.00497745
45,131.87,1.1657,1.14976,1.24042,0.77511,0.73395,0.84729,0.58294,1.13963,1.10687,1.2603,0.00497639,0.00497639,0.00497639
46,134.444,1.09477,1.07527,1.19838,0.79973,0.70631,0.82293,0.5713,1.10254,1.17317,1.23615,0.00497531,0.00497531,0.00497531
47,137.001,1.18267,1.14653,1.25725,0.83973,0.69516,0.83978,0.58692,1.12026,1.10953,1.25229,0.0049742,0.0049742,0.0049742
48,139.566,1.13343,1.06532,1.20031,0.79783,0.68493,0.82181,0.52782,1.31023,1.26448,1.32502,0.00497307,0.00497307,0.00497307
49,142.15,1.06288,1.02003,1.15772,0.76876,0.75007,0.84466,0.57907,1.17357,1.22403,1.26062,0.00497191,0.00497191,0.00497191
50,144.764,1.0958,1.03158,1.18303,0.81993,0.7882,0.87396,0.61339,1.04701,1.03966,1.19133,0.00497073,0.00497073,0.00497073
51,147.417,1.06684,1.05268,1.17328,0.77896,0.77142,0.86557,0.62683,1.03115,1.06866,1.17283,0.00496953,0.00496953,0.00496953
52,150.104,1.10324,1.07846,1.22545,0.81513,0.7047,0.83395,0.59073,1.07081,1.20857,1.2033,0.0049683,0.0049683,0.0049683
53,152.64,1.03412,1.03242,1.14659,0.82625,0.77356,0.86675,0.63966,0.97636,1.03496,1.13707,0.00496705,0.00496705,0.00496705
54,155.295,1.06758,0.99499,1.13101,0.82865,0.75632,0.85936,0.60848,1.07668,1.05377,1.21453,0.00496577,0.00496577,0.00496577
55,157.84,0.9857,0.98305,1.12425,0.83615,0.78143,0.87645,0.64899,0.93986,0.99379,1.12587,0.00496447,0.00496447,0.00496447
56,160.502,1.01168,0.9893,1.12567,0.85106,0.75391,0.87225,0.64745,0.93158,0.99489,1.11848,0.00496315,0.00496315,0.00496315
57,163.025,0.97068,1.01904,1.15473,0.8734,0.7709,0.88377,0.64174,0.98585,0.92983,1.14598,0.0049618,0.0049618,0.0049618
58,165.665,0.9938,0.92772,1.11726,0.79369,0.7528,0.85481,0.61095,1.08047,1.13679,1.19403,0.00496042,0.00496042,0.00496042
59,168.244,1.00852,0.98219,1.13482,0.77141,0.76668,0.87385,0.65852,0.94066,1.03257,1.12189,0.00495903,0.00495903,0.00495903
60,170.905,1.00837,0.95749,1.11228,0.83348,0.74472,0.87364,0.65638,0.94165,1.03218,1.11652,0.00495761,0.00495761,0.00495761
61,173.466,1.0397,1.03671,1.18143,0.86402,0.75092,0.87741,0.6286,1.00993,0.99506,1.14548,0.00495616,0.00495616,0.00495616
62,176.042,1.01015,0.91631,1.10131,0.798,0.78485,0.86036,0.61597,1.05803,0.96759,1.17446,0.00495469,0.00495469,0.00495469
63,178.638,0.98769,0.98,1.14532,0.8383,0.74847,0.86224,0.63695,0.96933,0.96696,1.13305,0.0049532,0.0049532,0.0049532
64,181.194,0.94455,0.91606,1.08694,0.79315,0.7264,0.83355,0.61072,1.00401,1.07518,1.16293,0.00495168,0.00495168,0.00495168
65,183.721,0.98894,0.97266,1.12525,0.78497,0.78137,0.85703,0.64157,0.91826,0.9723,1.10472,0.00495014,0.00495014,0.00495014
66,186.358,1.0088,0.94537,1.10643,0.82598,0.76169,0.87139,0.64567,0.91277,0.97939,1.09507,0.00494858,0.00494858,0.00494858
67,188.915,1.01566,0.968,1.1529,0.79775,0.71209,0.8243,0.58611,1.06605,1.13905,1.16493,0.00494699,0.00494699,0.00494699
68,191.478,0.96317,0.97476,1.09898,0.85739,0.72805,0.86169,0.65019,0.95148,0.98517,1.12173,0.00494538,0.00494538,0.00494538
69,194.026,0.88722,0.87544,1.06722,0.83678,0.74463,0.867,0.66616,0.87758,0.93496,1.09576,0.00494374,0.00494374,0.00494374
70,196.691,0.89963,0.8524,1.08821,0.84882,0.78608,0.88955,0.68099,0.86017,0.88511,1.07335,0.00494208,0.00494208,0.00494208
71,199.392,0.88595,0.87681,1.06271,0.80584,0.81591,0.89186,0.67686,0.91109,0.86432,1.09959,0.00494039,0.00494039,0.00494039
72,202.046,0.89354,0.89175,1.10155,0.86967,0.7868,0.89257,0.67732,0.91254,1.00489,1.10439,0.00493869,0.00493869,0.00493869
73,204.593,0.88412,0.90652,1.09839,0.82021,0.78618,0.88678,0.68029,0.8793,0.98438,1.0903,0.00493695,0.00493695,0.00493695
74,207.18,0.88737,0.87813,1.08265,0.75028,0.71573,0.82359,0.62511,0.94615,1.14438,1.1149,0.0049352,0.0049352,0.0049352
75,209.783,0.93964,0.88812,1.07625,0.811,0.65631,0.80634,0.57019,1.08557,1.20895,1.18564,0.00493342,0.00493342,0.00493342
76,212.365,0.93257,0.87011,1.06619,0.78105,0.75437,0.85287,0.63003,0.97008,1.04792,1.12414,0.00493162,0.00493162,0.00493162
77,214.931,0.97604,0.88409,1.08728,0.82283,0.81189,0.88802,0.64136,1.02772,0.92636,1.14472,0.00492979,0.00492979,0.00492979
78,217.515,0.93482,0.91792,1.11645,0.83905,0.80114,0.87839,0.65098,0.94701,1.02968,1.1137,0.00492794,0.00492794,0.00492794
79,220.154,1.06914,0.95248,1.12363,0.81963,0.7639,0.85561,0.6225,1.00783,1.07311,1.14882,0.00492606,0.00492606,0.00492606
80,222.751,0.94212,0.87806,1.09777,0.87633,0.81734,0.90312,0.67153,0.92247,0.83407,1.09071,0.00492417,0.00492417,0.00492417
81,225.305,0.9852,0.93466,1.12287,0.84391,0.80409,0.90212,0.70009,0.83784,0.83033,1.05809,0.00492224,0.00492224,0.00492224
82,228.048,0.90557,0.84793,1.0664,0.82759,0.79467,0.88488,0.63647,1.02745,0.92047,1.14053,0.0049203,0.0049203,0.0049203
83,230.622,0.86528,0.82604,1.03819,0.84917,0.74022,0.86438,0.64994,0.94966,0.96657,1.12108,0.00491833,0.00491833,0.00491833
84,233.245,0.8677,0.86264,1.09496,0.87497,0.81821,0.90662,0.71148,0.83041,0.85497,1.05817,0.00491634,0.00491634,0.00491634
85,235.931,0.88124,0.89405,1.06867,0.85627,0.80675,0.90352,0.68948,0.88226,0.85611,1.07277,0.00491432,0.00491432,0.00491432
86,238.617,0.87169,0.8301,1.03726,0.87424,0.81542,0.90357,0.69334,0.84895,0.81979,1.0533,0.00491228,0.00491228,0.00491228
87,241.21,0.84174,0.81823,1.06239,0.84487,0.83,0.90905,0.69076,0.85966,0.80252,1.05959,0.00491022,0.00491022,0.00491022
88,243.798,0.83641,0.82399,1.06622,0.8432,0.85176,0.91515,0.71306,0.82375,0.8009,1.05255,0.00490813,0.00490813,0.00490813
89,246.505,0.84549,0.79784,1.06948,0.85562,0.83872,0.91687,0.6938,0.89041,0.80274,1.0802,0.00490602,0.00490602,0.00490602
90,249.051,0.81056,0.79491,1.02021,0.84745,0.82944,0.91124,0.68943,0.91246,0.80755,1.09758,0.00490388,0.00490388,0.00490388
91,251.632,0.81854,0.76876,1.06231,0.90312,0.8208,0.91884,0.7179,0.82725,0.75516,1.04573,0.00490173,0.00490173,0.00490173
92,254.316,0.79026,0.76231,1.04375,0.8533,0.84068,0.91064,0.70023,0.8566,0.75415,1.05549,0.00489955,0.00489955,0.00489955
93,256.993,0.82251,0.76773,1.0489,0.89227,0.82489,0.91565,0.70723,0.82883,0.76543,1.04616,0.00489734,0.00489734,0.00489734
94,259.573,0.8165,0.77254,1.04907,0.86776,0.78011,0.89842,0.68812,0.87173,0.81665,1.06964,0.00489511,0.00489511,0.00489511
95,262.136,0.82879,0.73913,1.02441,0.84271,0.78412,0.89063,0.6719,0.89481,0.86917,1.07526,0.00489286,0.00489286,0.00489286
96,264.721,0.84266,0.8111,1.0896,0.86264,0.78397,0.89894,0.66892,0.93035,0.83834,1.11092,0.00489059,0.00489059,0.00489059
97,267.25,0.83175,0.75213,1.03643,0.84838,0.78358,0.89346,0.67881,0.88562,0.84643,1.1059,0.00488829,0.00488829,0.00488829
98,269.824,0.85973,0.75983,1.03744,0.83356,0.81207,0.90019,0.69193,0.8364,0.86174,1.06241,0.00488597,0.00488597,0.00488597
99,272.459,0.82834,0.79042,1.0587,0.83972,0.77906,0.87689,0.65966,0.87749,1.02334,1.06531,0.00488362,0.00488362,0.00488362
100,275.099,0.81975,0.75919,1.02952,0.88683,0.81753,0.91891,0.71511,0.79861,0.80143,1.02483,0.00488126,0.00488126,0.00488126
101,277.643,0.80929,0.71434,1.00669,0.88119,0.79597,0.90474,0.71545,0.79151,0.78966,1.02459,0.00487886,0.00487886,0.00487886
102,280.235,0.85448,0.77999,1.04024,0.86409,0.80534,0.90779,0.68439,0.91555,0.79175,1.07443,0.00487645,0.00487645,0.00487645
103,282.781,0.82392,0.74642,1.04022,0.88505,0.78789,0.9,0.69456,0.84098,0.76741,1.03849,0.00487401,0.00487401,0.00487401
104,285.316,0.76483,0.68498,0.97753,0.84123,0.80134,0.88423,0.65222,0.94976,0.83818,1.08954,0.00487155,0.00487155,0.00487155
105,287.84,0.83645,0.7745,1.04996,0.8795,0.84759,0.90765,0.70784,0.84794,0.74638,1.03949,0.00486907,0.00486907,0.00486907
106,290.379,0.77227,0.70554,1.01191,0.85728,0.84376,0.91595,0.72434,0.77193,0.72358,1.00956,0.00486656,0.00486656,0.00486656
107,293.059,0.77244,0.76283,1.02313,0.88206,0.80764,0.91701,0.71474,0.83786,0.75969,1.04821,0.00486403,0.00486403,0.00486403
108,295.6,0.88764,0.7926,1.09564,0.8348,0.84058,0.91695,0.71435,0.8432,0.76415,1.04576,0.00486148,0.00486148,0.00486148
109,298.168,0.77469,0.72337,0.99856,0.83148,0.84951,0.92067,0.70831,0.82557,0.76465,1.03989,0.0048589,0.0048589,0.0048589
110,300.707,0.8289,0.72122,1.03799,0.91938,0.85467,0.93499,0.72455,0.81976,0.71767,1.03917,0.0048563,0.0048563,0.0048563
111,303.403,0.76885,0.684,1.02229,0.90427,0.85847,0.93407,0.72758,0.80683,0.69469,1.02252,0.00485368,0.00485368,0.00485368
112,306.066,0.76212,0.69367,1.02253,0.88119,0.8507,0.92786,0.74414,0.75574,0.68618,1.00346,0.00485103,0.00485103,0.00485103
113,308.762,0.78695,0.73785,1.03015,0.82111,0.87085,0.91591,0.72683,0.79134,0.7193,1.01667,0.00484837,0.00484837,0.00484837
114,311.308,0.7974,0.73517,1.02945,0.90273,0.84593,0.92894,0.74909,0.76414,0.69051,1.00616,0.00484568,0.00484568,0.00484568
115,313.976,0.79339,0.71188,0.99885,0.86618,0.79013,0.89819,0.68836,0.87255,0.77669,1.06612,0.00484296,0.00484296,0.00484296
116,316.559,0.77924,0.72361,1.02137,0.88851,0.84536,0.92406,0.71943,0.8362,0.72706,1.03627,0.00484022,0.00484022,0.00484022
117,319.112,0.85127,0.77004,1.04313,0.88245,0.85635,0.9294,0.73044,0.81578,0.71308,1.02473,0.00483746,0.00483746,0.00483746
118,321.673,0.7534,0.71715,1.01942,0.8924,0.84544,0.92544,0.70585,0.85711,0.74472,1.04907,0.00483468,0.00483468,0.00483468
119,324.27,0.77146,0.72302,1.03299,0.91475,0.83303,0.92938,0.72601,0.82076,0.69293,1.02783,0.00483188,0.00483188,0.00483188
120,326.938,0.75843,0.70275,0.99935,0.89883,0.81091,0.92226,0.71753,0.83194,0.72048,1.04842,0.00482905,0.00482905,0.00482905
121,329.52,0.75729,0.67881,1.0061,0.84773,0.86294,0.92712,0.73097,0.78747,0.72053,1.01073,0.0048262,0.0048262,0.0048262
122,332.078,0.78619,0.71043,1.00681,0.81834,0.83758,0.90812,0.67132,0.94157,0.78454,1.07758,0.00482332,0.00482332,0.00482332
123,334.624,0.87204,0.78474,1.08444,0.87724,0.87107,0.92673,0.72239,0.82704,0.7242,1.03172,0.00482043,0.00482043,0.00482043
124,337.177,0.81208,0.76191,1.05007,0.89668,0.87702,0.93266,0.75463,0.75916,0.68298,1.00112,0.00481751,0.00481751,0.00481751
125,339.868,0.77111,0.70743,1.02811,0.87969,0.85706,0.9272,0.75484,0.72836,0.71265,0.98994,0.00481457,0.00481457,0.00481457
126,342.405,0.71676,0.66053,0.97903,0.89884,0.84475,0.92827,0.69847,0.93786,0.7062,1.07271,0.0048116,0.0048116,0.0048116
127,345.024,0.74803,0.65816,0.98897,0.74601,0.75492,0.82108,0.60283,1.01334,0.98866,1.15499,0.00480862,0.00480862,0.00480862
128,347.58,0.7476,0.71169,1.01492,0.91474,0.84051,0.92417,0.73077,0.78962,0.72217,1.01196,0.00480561,0.00480561,0.00480561
129,350.107,0.69294,0.68672,0.96644,0.86803,0.79462,0.89194,0.70422,0.78421,0.80344,1.01223,0.00480257,0.00480257,0.00480257
130,352.675,0.71933,0.67339,0.96472,0.89955,0.80352,0.91223,0.73729,0.73755,0.69876,0.99403,0.00479952,0.00479952,0.00479952
131,355.21,0.89117,0.81595,1.09666,0.89274,0.83769,0.93149,0.74158,0.79072,0.67868,1.01229,0.00479644,0.00479644,0.00479644
132,357.785,0.77171,0.7061,0.99398,0.87406,0.8423,0.93158,0.73048,0.82167,0.72771,1.02542,0.00479334,0.00479334,0.00479334
133,360.314,0.76914,0.72133,0.97469,0.85442,0.87464,0.93298,0.7343,0.81602,0.70245,1.02718,0.00479022,0.00479022,0.00479022
134,362.873,0.78007,0.68518,1.02826,0.82488,0.84461,0.9239,0.72764,0.77871,0.82861,1.01785,0.00478708,0.00478708,0.00478708
135,365.504,0.76088,0.68947,1.02745,0.81805,0.85316,0.90887,0.66527,0.91626,0.83393,1.10078,0.00478391,0.00478391,0.00478391
136,368.133,0.76999,0.72074,1.00265,0.81883,0.80199,0.89015,0.71366,0.7558,0.78022,1.01004,0.00478072,0.00478072,0.00478072
137,370.7,0.74196,0.70461,1.0129,0.88667,0.81817,0.91117,0.73041,0.75775,0.7212,0.99768,0.00477751,0.00477751,0.00477751
138,373.364,0.74942,0.6588,0.98407,0.84703,0.7783,0.90386,0.70922,0.82095,0.79378,1.03794,0.00477428,0.00477428,0.00477428
139,376.071,0.76892,0.69878,1.00897,0.8922,0.82301,0.92623,0.74672,0.74067,0.6882,1.00115,0.00477102,0.00477102,0.00477102
140,378.638,0.76322,0.67324,0.99246,0.89374,0.83287,0.92321,0.72527,0.80429,0.70523,1.02254,0.00476775,0.00476775,0.00476775
141,381.262,0.77706,0.66936,1.01176,0.90539,0.83752,0.92688,0.73489,0.75493,0.68446,1.00299,0.00476445,0.00476445,0.00476445
142,383.815,0.74395,0.68617,0.99308,0.93217,0.84017,0.9331,0.76501,0.71369,0.64386,0.99038,0.00476113,0.00476113,0.00476113
143,386.481,0.74088,0.62952,0.98592,0.83888,0.87317,0.92167,0.72338,0.7981,0.69877,1.02387,0.00475778,0.00475778,0.00475778
144,389.068,0.71968,0.63713,0.97866,0.84924,0.8323,0.91765,0.69583,0.8876,0.72756,1.05574,0.00475442,0.00475442,0.00475442
145,391.595,0.72996,0.65596,1.00217,0.88949,0.84883,0.92518,0.73182,0.80281,0.68967,1.01813,0.00475103,0.00475103,0.00475103
146,394.13,0.71529,0.66883,0.9771,0.88869,0.87438,0.93176,0.76047,0.73867,0.64695,0.99183,0.00474762,0.00474762,0.00474762
147,396.759,0.75351,0.69102,1.00851,0.88668,0.84225,0.92652,0.75109,0.73082,0.6933,0.99065,0.00474419,0.00474419,0.00474419
148,399.313,0.71043,0.63712,0.97562,0.87178,0.82912,0.91722,0.72904,0.77608,0.71783,1.00028,0.00474073,0.00474073,0.00474073
149,401.846,0.73014,0.6554,0.99249,0.87996,0.83165,0.92161,0.72654,0.78206,0.70003,1.00164,0.00473726,0.00473726,0.00473726
150,404.419,0.75119,0.68136,0.99984,0.85385,0.82075,0.91464,0.73319,0.75614,0.72632,1.00034,0.00473376,0.00473376,0.00473376
151,406.955,0.73535,0.67249,0.98724,0.81658,0.80655,0.89911,0.66181,0.97468,0.78977,1.08953,0.00473024,0.00473024,0.00473024
152,409.524,0.75507,0.65358,0.99845,0.8977,0.8756,0.93311,0.76009,0.70411,0.65444,0.96952,0.0047267,0.0047267,0.0047267
153,412.036,0.70494,0.6459,0.99094,0.9241,0.85724,0.92763,0.74026,0.74034,0.66389,0.98698,0.00472314,0.00472314,0.00472314
154,414.709,0.67814,0.62474,0.97207,0.93604,0.83809,0.93284,0.75099,0.73234,0.63484,0.97842,0.00471955,0.00471955,0.00471955
155,417.284,0.69943,0.60363,0.95684,0.86729,0.85774,0.92838,0.75625,0.71857,0.66547,0.9778,0.00471595,0.00471595,0.00471595
156,419.827,0.70201,0.61749,0.97378,0.88581,0.87057,0.93558,0.75775,0.71368,0.63012,0.97531,0.00471232,0.00471232,0.00471232
157,422.375,0.69245,0.65453,0.98143,0.93139,0.8255,0.93639,0.74338,0.76271,0.64292,0.99556,0.00470867,0.00470867,0.00470867
158,424.911,0.70027,0.61944,0.95206,0.93085,0.83575,0.93588,0.76678,0.71815,0.62669,0.98239,0.004705,0.004705,0.004705
159,427.567,0.71424,0.65361,1.01102,0.92145,0.8518,0.93234,0.76671,0.69535,0.64272,0.96952,0.00470131,0.00470131,0.00470131
160,430.117,0.6884,0.60507,0.96765,0.91842,0.83628,0.93241,0.76738,0.68814,0.64513,0.97088,0.00469759,0.00469759,0.00469759
161,432.854,0.77505,0.7102,1.04495,0.90683,0.85297,0.93006,0.75222,0.73669,0.65412,0.98735,0.00469386,0.00469386,0.00469386
162,435.391,0.72459,0.65524,0.99137,0.92334,0.86525,0.94323,0.75938,0.74749,0.63228,0.9899,0.0046901,0.0046901,0.0046901
163,437.956,0.72762,0.61502,0.98141,0.93635,0.81859,0.93308,0.7679,0.70374,0.63472,0.97897,0.00468632,0.00468632,0.00468632
164,440.633,0.69022,0.58484,0.95542,0.91586,0.81867,0.92415,0.74688,0.73282,0.65085,0.99989,0.00468253,0.00468253,0.00468253
165,443.22,0.70743,0.59666,0.96632,0.92293,0.80764,0.92801,0.74789,0.73597,0.63438,0.99419,0.0046787,0.0046787,0.0046787
166,445.786,0.71149,0.62685,0.96887,0.90014,0.87194,0.93559,0.75931,0.71375,0.6246,0.97073,0.00467486,0.00467486,0.00467486
167,448.409,0.68395,0.61059,0.95723,0.9216,0.83477,0.93392,0.75353,0.72345,0.6223,0.97979,0.004671,0.004671,0.004671
168,451.085,0.68059,0.59016,0.94587,0.87888,0.84181,0.92704,0.73727,0.77441,0.68741,1.00962,0.00466712,0.00466712,0.00466712
169,453.658,0.70475,0.61675,0.9457,0.91598,0.82211,0.92904,0.73829,0.76069,0.66634,0.99397,0.00466321,0.00466321,0.00466321
170,456.428,0.68218,0.60453,0.95018,0.88952,0.8661,0.93648,0.772,0.691,0.61802,0.96615,0.00465928,0.00465928,0.00465928
171,459.144,0.64964,0.58655,0.94928,0.89448,0.8239,0.90796,0.72424,0.76439,0.70117,1.01521,0.00465534,0.00465534,0.00465534
172,461.7,0.7326,0.63596,1.01626,0.89483,0.87949,0.93767,0.77434,0.69546,0.61448,0.96976,0.00465137,0.00465137,0.00465137
173,464.367,0.60632,0.5739,0.9336,0.91513,0.86285,0.93973,0.77633,0.69158,0.61251,0.96243,0.00464738,0.00464738,0.00464738
174,467.039,0.71532,0.65276,0.98708,0.88804,0.8621,0.93408,0.75558,0.73941,0.63655,0.98812,0.00464337,0.00464337,0.00464337
175,469.593,0.69896,0.63338,0.97141,0.9197,0.84291,0.93581,0.76902,0.66438,0.65323,0.95678,0.00463934,0.00463934,0.00463934
176,472.258,0.65753,0.65056,0.99168,0.90812,0.84939,0.93427,0.77295,0.68679,0.61011,0.971,0.00463528,0.00463528,0.00463528
177,474.813,0.6347,0.57013,0.9574,0.88009,0.87,0.93309,0.76716,0.69825,0.61689,0.9775,0.00463121,0.00463121,0.00463121
178,477.37,0.65126,0.55515,0.94522,0.89359,0.87093,0.93668,0.76816,0.70183,0.61295,0.9727,0.00462712,0.00462712,0.00462712
179,479.934,0.68001,0.60146,0.97109,0.88303,0.83443,0.92698,0.73252,0.78093,0.6638,1.00663,0.004623,0.004623,0.004623
180,482.51,0.68981,0.60927,0.97561,0.90016,0.8678,0.93313,0.76095,0.72964,0.63584,0.98126,0.00461887,0.00461887,0.00461887
181,485.075,0.68054,0.595,0.95217,0.92701,0.85111,0.93462,0.74493,0.77101,0.6437,0.99506,0.00461471,0.00461471,0.00461471
182,487.636,0.67585,0.61855,0.98218,0.90373,0.86152,0.93899,0.7703,0.68664,0.63311,0.96693,0.00461054,0.00461054,0.00461054
183,490.258,0.68458,0.62541,1.0085,0.91449,0.86127,0.94079,0.76129,0.69759,0.61607,0.96983,0.00460634,0.00460634,0.00460634
184,492.788,0.6486,0.58988,0.96552,0.88343,0.85751,0.92798,0.74595,0.71203,0.6479,0.9818,0.00460212,0.00460212,0.00460212
185,495.295,0.66207,0.59097,0.9539,0.85603,0.84936,0.91312,0.73604,0.74593,0.70466,0.99808,0.00459788,0.00459788,0.00459788
186,497.81,0.68836,0.62582,0.97793,0.87057,0.82859,0.92307,0.75587,0.68883,0.652,0.96516,0.00459362,0.00459362,0.00459362
187,500.338,0.67347,0.60891,0.98262,0.89408,0.88353,0.94263,0.78389,0.65568,0.59247,0.95461,0.00458934,0.00458934,0.00458934
188,502.984,0.65298,0.57595,0.95295,0.87714,0.85913,0.93288,0.76605,0.68521,0.62654,0.96793,0.00458504,0.00458504,0.00458504
