epoch,c_loss,g_loss
148,-4.326751708984375,-303.1175231933594
149,-25.377471923828125,-655.8768920898438
150,-92.76409912109375,-323.5130310058594
151,-0.3770294189453125,-290.6360168457031
152,-69.81462097167969,-402.0824279785156
153,102.39523315429688,-438.1814880371094
154,-28.38037109375,-414.6346130371094
155,41.34220886230469,-362.8352355957031
156,-29.93896484375,-364.1424865722656
157,-54.94386291503906,-335.3287048339844
158,-50.94303894042969,-226.6990966796875
159,-24.911651611328125,-533.0324096679688
160,-70.07289123535156,-317.6669006347656
161,21.33056640625,-561.7723999023438
162,-52.343475341796875,-484.7857666015625
163,-67.38751220703125,-246.2743682861328
164,-75.65901184082031,-449.9360656738281
165,-17.370574951171875,-313.8262939453125
166,-10.777252197265625,-502.2149658203125
167,-64.97760009765625,-464.5043029785156
168,5.2918701171875,-488.995849609375
169,-32.11726379394531,-371.1590881347656
170,-15.720245361328125,-523.4677734375
171,-35.4630126953125,-321.9427185058594
172,-34.7620849609375,-260.3064270019531
173,-6.912200927734375,-570.9166870117188
174,6.221588134765625,-596.0747680664062
175,-85.82618713378906,-432.3482666015625
176,-42.397552490234375,-400.0426940917969
177,30.381866455078125,-394.353759765625
178,-14.66278076171875,-495.9082946777344
179,-57.20549011230469,-423.0403137207031
180,-3.259979248046875,-553.7853393554688
181,-10.812744140625,-497.83203125
182,62.36163330078125,-482.5384521484375
183,-164.5147705078125,-179.7460479736328
184,-30.4273681640625,-569.9345703125
185,-23.140960693359375,-678.9178466796875
186,-138.74684143066406,-420.3627624511719
187,90.74418640136719,-567.2115478515625
188,-55.75103759765625,-296.5471496582031
189,-18.068359375,-539.938232421875
190,-101.22775268554688,-455.6915588378906
191,-45.340240478515625,-338.0516052246094
192,23.252426147460938,-354.2364196777344
193,-49.9835205078125,-630.7565307617188
194,-88.38052368164062,-378.0407409667969
195,-84.5113525390625,-627.6242065429688
196,-41.204010009765625,-582.0784912109375
197,29.38995361328125,-532.7548828125
198,-7.8634033203125,-297.0018615722656
199,-145.62689208984375,-22.2510929107666
200,-45.80580139160156,-309.2876892089844
201,-119.01406860351562,-440.6929626464844
202,-60.757415771484375,-383.0105895996094
203,-21.100433349609375,-286.4035339355469
204,6.2041015625,-338.7104187011719
205,-32.82489013671875,-401.66796875
206,-79.17913818359375,-567.7776489257812
207,-56.5963134765625,-602.5225830078125
208,-48.25799560546875,-409.435302734375
209,-79.85598754882812,-491.9765319824219
210,-39.355377197265625,-477.6236572265625
211,-50.770843505859375,-531.2815551757812
212,-7.966949462890625,-532.8877563476562
213,-8.26947021484375,-590.2333374023438
214,-78.17825317382812,-362.4872741699219
215,-59.71522521972656,-300.1153259277344
216,-112.89785766601562,-396.4745788574219
217,-73.44869995117188,-418.9922790527344
218,-85.60963439941406,-476.068603515625
219,-50.2684326171875,-426.9508361816406
220,-144.56436157226562,-270.2410583496094
221,-68.86067199707031,-491.9933166503906
222,-74.81661987304688,-370.8616638183594
223,-64.26171875,-772.4655151367188
224,-93.20785522460938,-432.897705078125
225,3.944244384765625,-393.6432189941406
226,4.1265106201171875,-428.2190856933594
227,-30.022293090820312,-394.7257385253906
228,-100.74288940429688,-729.1052856445312
229,-150.6773681640625,-420.2248840332031
230,-116.79461669921875,-688.3981323242188
231,-93.423828125,-524.7838745117188
232,79.71699523925781,-457.5859375
233,-86.06642150878906,-253.6598358154297
234,-29.750091552734375,-516.30029296875
235,-36.949554443359375,-666.8084716796875
236,-80.74899291992188,-262.4227294921875
237,67.58065795898438,-636.6826782226562
238,-37.14154052734375,-591.2125854492188
239,-16.52301025390625,-648.8973999023438
240,-54.642242431640625,-502.1194763183594
241,-119.58505249023438,-385.156494140625
242,12.358001708984375,-722.2916870117188
243,91.98895263671875,-529.6211547851562
244,-58.1771240234375,-501.3354187011719
245,-45.98277282714844,-276.1239318847656
246,161.5947265625,-405.8983154296875
247,15.77020263671875,-728.9105834960938
248,-24.802581787109375,-373.0889587402344
249,13.773773193359375,-730.1828002929688
250,-7.80487060546875,-482.2186584472656
251,-63.422515869140625,-792.5280151367188
252,43.7613525390625,-703.53759765625
253,-32.753509521484375,-555.4140014648438
254,-79.69863891601562,-705.4823608398438
255,-154.41500854492188,-665.9159545898438
256,13.607421875,-707.9625854492188
257,-100.42221069335938,-315.0683898925781
258,-79.2578125,-854.94921875
259,-122.01284790039062,-738.4358520507812
260,-132.97927856445312,-307.7834167480469
261,-46.671112060546875,-466.1524353027344
262,14.74664306640625,-499.0410461425781
263,-13.399627685546875,-503.331298828125
264,4.0499267578125,-480.2579040527344
265,-131.0481719970703,-310.878662109375
266,70.76904296875,-520.0424194335938
267,-79.27871704101562,-479.7091979980469
268,-66.73626708984375,-703.2346801757812
269,-79.98388671875,-499.3057556152344
270,-4.0893402099609375,-229.43736267089844
271,36.84428405761719,-499.8161315917969
272,-15.509902954101562,-232.5720977783203
273,27.413421630859375,-622.9155883789062
274,-111.77532958984375,-590.5429077148438
275,-150.63473510742188,-793.583984375
276,1.827728271484375,-658.607666015625
277,-25.90582275390625,-655.0734252929688
278,60.187408447265625,-711.2155151367188
279,-40.99993896484375,-573.61474609375
280,-33.4345703125,-536.7093505859375
281,-19.439239501953125,-479.5658264160156
282,-74.48196411132812,-512.1456909179688
283,-112.0987548828125,-372.285888671875
284,5.700042724609375,-358.9047546386719
285,43.56378173828125,-570.2288208007812
286,11.52008056640625,-708.4213256835938
287,-81.58615112304688,-500.9508056640625
288,-58.94084167480469,-406.8793029785156
289,-103.69137573242188,-433.694580078125
290,16.731170654296875,-627.7214965820312
291,-22.451019287109375,-444.429443359375
292,-91.37965393066406,-335.9139099121094
293,-75.00396728515625,-662.181640625
294,15.280059814453125,-288.0422058105469
295,-142.74111938476562,-459.8513488769531
296,-40.12884521484375,-1134.5982666015625
297,-90.5906982421875,-684.4889526367188
298,-17.140411376953125,-781.4494018554688
299,-89.01651000976562,-732.6594848632812
300,67.46533203125,-563.726806640625
301,93.54226684570312,-619.357421875
302,74.32037353515625,-1177.0120849609375
303,64.14370727539062,-544.6895141601562
304,-108.30210876464844,-403.6255798339844
305,-23.831207275390625,-639.41845703125
306,-95.08901977539062,-716.5584106445312
307,-13.804779052734375,-419.185791015625
308,-2.374908447265625,-433.3393859863281
309,145.07772827148438,-952.9807739257812
310,10.45953369140625,-580.0655517578125
311,-45.6126708984375,-495.0515441894531
312,-161.25277709960938,-456.78271484375
313,20.9454345703125,-545.2275390625
314,-52.64923095703125,-695.2874145507812
315,45.058837890625,-729.4124145507812
316,-26.723297119140625,-563.0426635742188
317,-207.876220703125,-781.0210571289062
318,-48.365814208984375,-379.7360534667969
319,-0.704681396484375,-626.738525390625
320,-57.163330078125,-894.08251953125
321,-59.031036376953125,-691.944580078125
322,24.832916259765625,-158.34703063964844
323,-9.68609619140625,-799.3833618164062
324,-130.06951904296875,-555.8749389648438
325,-93.83255004882812,-578.5769653320312
326,28.625152587890625,-707.3502807617188
327,-53.624359130859375,-675.86669921875
328,33.5369873046875,-884.2112426757812
329,-45.842529296875,-589.6796875
330,-96.24299621582031,-166.03636169433594
331,-16.069061279296875,-561.6099243164062
332,97.25411987304688,-1001.9851684570312
333,-73.09825134277344,-338.2980041503906
334,6.746246337890625,-741.1716918945312
335,-11.50543212890625,-587.7030639648438
336,-132.18576049804688,-509.4939880371094
337,-40.17083740234375,-945.4641723632812
338,-63.60943603515625,-707.5442504882812
339,-76.06179809570312,-652.7211303710938
340,10.9146728515625,-354.1465759277344
341,6.857818603515625,-400.9571533203125
342,-85.44662475585938,-606.2864990234375
343,-118.5836181640625,-834.0830078125
344,-13.299652099609375,-841.8010864257812
345,-119.4593505859375,-1004.2406616210938
346,-22.63775634765625,-450.2123107910156
347,-71.74441528320312,-507.7129821777344
348,121.34036254882812,-812.54638671875
349,-29.73126220703125,-610.4179077148438
350,2.5858612060546875,-452.4799499511719
351,-110.0777587890625,-349.5309753417969
352,-24.4244384765625,-591.6654663085938
353,-17.438919067382812,-530.457763671875
354,-34.026275634765625,-614.5771484375
355,-51.79913330078125,-541.65087890625
356,-145.960693359375,-553.5264282226562
357,-29.278717041015625,-563.365966796875
358,39.834014892578125,-549.880126953125
359,-65.15548706054688,-813.018798828125
360,-50.124420166015625,-674.6849975585938
361,-35.956878662109375,-558.1948852539062
362,6.38818359375,-788.12646484375
363,-19.05194091796875,-565.7616577148438
364,-24.23779296875,-436.7121887207031
365,-2.85150146484375,-678.2694702148438
366,-36.468017578125,-613.1622924804688
367,-8.736358642578125,-670.4037475585938
368,9.8341064453125,-509.2027282714844
369,-27.809814453125,-279.4154968261719
370,14.882171630859375,-557.5289306640625
371,-67.7674560546875,-675.4281616210938
372,114.19281005859375,-515.9067993164062
373,-38.2093505859375,-371.5527648925781
374,117.74270629882812,-612.3740844726562
375,101.73226928710938,-514.0479125976562
376,-4.89874267578125,-814.363037109375
377,47.023162841796875,-493.152587890625
378,28.612762451171875,-934.1316528320312
379,-114.45864868164062,-418.9430236816406
380,-99.1451416015625,-491.1441345214844
381,-34.263092041015625,-786.931640625
382,-23.652862548828125,-797.1044921875
383,16.050689697265625,-589.8085327148438
384,66.16998291015625,-441.4229431152344
385,-103.9781494140625,-660.2440795898438
386,-3.39276123046875,-439.8621520996094
387,-184.0873565673828,-71.48670959472656
388,34.763427734375,-650.4495239257812
389,-40.25677490234375,-681.4380493164062
390,-146.46737670898438,-837.1738891601562
391,-22.2669677734375,-1024.3199462890625
392,-58.13232421875,-776.6697387695312
393,84.88949584960938,-538.210205078125
394,43.220184326171875,-782.5077514648438
395,-76.00637817382812,-530.7501831054688
396,-48.4437255859375,-770.6865234375
397,-94.14178466796875,-408.6395568847656
398,85.790283203125,-687.4116821289062
399,-64.553466796875,-577.1757202148438
400,-5.751556396484375,-694.5999145507812
401,-24.14703369140625,-431.294189453125
402,-44.205352783203125,-592.5022583007812
403,33.541351318359375,-799.5369262695312
404,10.607635498046875,-425.7112121582031
405,-50.4176025390625,-648.5590209960938
406,71.95639038085938,-501.7581787109375
407,-47.3697509765625,-792.2805786132812
408,-59.92059326171875,-345.3031311035156
409,-52.5621337890625,-805.6257934570312
410,-97.72573852539062,-531.1112670898438
411,-29.31622314453125,-759.4924926757812
412,-171.25485229492188,-702.2716674804688
413,6.53521728515625,-711.4537963867188
414,41.8477783203125,-609.8355102539062
415,-74.62326049804688,-441.2891845703125
416,-62.426513671875,-613.8578491210938
417,-120.30929565429688,-843.409912109375
418,-46.953857421875,-662.5377807617188
419,-68.22576904296875,-392.0353698730469
420,-63.295654296875,-777.1428833007812
421,3.61822509765625,-582.1049194335938
422,-41.226409912109375,-351.40625
423,-63.88995361328125,-589.3004760742188
424,-24.385009765625,-755.8455200195312
425,-9.318267822265625,-667.1757202148438
426,61.53900146484375,-635.60986328125
427,-120.43670654296875,-316.002685546875
428,-50.505126953125,-710.746337890625
429,-233.75515747070312,-472.1927185058594
430,-181.34805297851562,-463.8121337890625
431,-60.9376220703125,-404.5179138183594
432,63.57611083984375,-530.0424194335938
433,-31.809722900390625,-635.8190307617188
434,-50.74444580078125,-804.2103881835938
435,-67.774169921875,-713.2412109375
436,-16.834930419921875,-541.6115112304688
437,-10.63519287109375,-579.795166015625
438,-35.020721435546875,-771.4132690429688
439,91.92581176757812,-725.9241333007812
440,-126.36410522460938,-778.840087890625
441,-40.69718933105469,-244.6510772705078
442,-93.1640625,-419.0650939941406
443,-33.619293212890625,-557.8749389648438
444,-128.03341674804688,-732.5276489257812
445,-16.6011962890625,-685.0386352539062
446,-92.16860961914062,-790.2793579101562
447,-53.96136474609375,-529.5642700195312
448,-38.12432861328125,-795.2088012695312
449,-228.01605224609375,-627.2138671875
450,37.043426513671875,-526.7103881835938
451,-122.549560546875,-658.4751586914062
452,36.28068542480469,-120.9449691772461
453,-29.35540771484375,-771.2074584960938
454,-151.12881469726562,-474.3941955566406
455,-86.76986694335938,-584.7289428710938
456,9.6038818359375,-600.0902709960938
457,-135.02667236328125,-562.3560180664062
458,-234.87551879882812,-713.494140625
459,-76.28369140625,-640.3142700195312
460,-60.062591552734375,-733.4249877929688
461,-46.69110107421875,-1015.568115234375
462,11.31988525390625,-599.8579711914062
463,-57.293212890625,-607.5743408203125
464,27.64501953125,-818.59619140625
465,79.33526611328125,-895.2058715820312
466,-85.64981079101562,-860.5751953125
467,-5.5347900390625,-578.2034301757812
468,-68.58251953125,-827.5474243164062
469,-108.79336547851562,-622.4319458007812
470,-199.736083984375,-840.69189453125
471,-43.16961669921875,-426.86962890625
472,229.53204345703125,-502.9117126464844
473,39.545928955078125,-641.0369262695312
474,-216.73126220703125,-709.0646362304688
475,-19.6160888671875,-629.261474609375
476,-64.89195251464844,-597.4564208984375
477,-128.69088745117188,-616.0540161132812
478,-8.04840087890625,-515.6948852539062
479,39.413330078125,-491.1552734375
480,-234.94479370117188,-546.6892700195312
481,7.00482177734375,-908.1393432617188
482,-96.88800048828125,-583.618408203125
483,-136.28741455078125,-529.97412109375
484,10.71923828125,-661.4302368164062
485,46.64825439453125,-741.90869140625
486,-57.461090087890625,-700.8727416992188
487,-40.63151550292969,-433.4884033203125
488,50.954498291015625,-998.2395629882812
489,-58.45631408691406,-328.1513671875
490,-76.14370727539062,-1019.45263671875
491,-31.479888916015625,-454.2580871582031
492,-75.4228515625,-652.8635864257812
493,32.40521240234375,-826.1539916992188
494,10.12738037109375,-850.7587890625
495,-89.78756713867188,-717.7963256835938
496,-42.347015380859375,-295.5042419433594
497,6.294464111328125,-705.7223510742188
498,-72.27590942382812,-565.3497924804688
499,-68.62088012695312,-486.7971496582031
500,-210.1090545654297,-264.3393859863281
501,-28.801177978515625,-683.6110229492188
502,-68.75677490234375,-606.3171997070312
503,52.512054443359375,-518.7531127929688
504,-28.2734375,-687.3158569335938
505,14.993804931640625,-797.30029296875
506,-65.7005615234375,-626.1002197265625
507,-187.87936401367188,-564.3651733398438
508,-47.18988037109375,-599.25830078125
509,-234.81396484375,-495.2225036621094
510,-24.711944580078125,-736.1826171875
511,-125.29345703125,-464.6800842285156
512,-12.175567626953125,-816.0914916992188
513,-0.262847900390625,-694.5812377929688
514,-101.08984375,-642.0880737304688
515,56.282440185546875,-974.1657104492188
516,-21.901824951171875,-682.9130249023438
517,-153.17181396484375,-439.6302795410156
518,-86.94207763671875,-583.8496704101562
519,-186.4142303466797,-480.1271057128906
520,-50.570098876953125,-662.3923950195312
521,-74.01705932617188,-395.8199157714844
522,-57.49855041503906,-373.7078552246094
523,-23.851287841796875,-550.1635131835938
524,-67.12741088867188,-554.3324584960938
525,9.6407470703125,-623.7584838867188
526,-201.0517578125,-503.9595031738281
527,-0.75164794921875,-809.0928344726562
528,-131.85556030273438,-539.4260864257812
529,-175.71139526367188,-604.843994140625
530,-91.83340454101562,-761.44873046875
531,-78.41421508789062,-727.1321411132812
532,-76.79977416992188,-578.7681274414062
533,-72.75244140625,-517.309814453125
534,-80.2032470703125,-654.6013793945312
535,-9.2681884765625,-949.8234252929688
536,-10.47540283203125,-622.419921875
537,-49.93402099609375,-966.9700317382812
538,-92.51620483398438,-666.9467163085938
539,-60.877777099609375,-726.8427124023438
540,40.64459228515625,-922.94580078125
541,-78.89535522460938,-854.817138671875
542,-84.90127563476562,-439.481689453125
543,18.57476806640625,-611.2896118164062
544,-18.675445556640625,-730.4872436523438
545,-110.14926147460938,-643.3892822265625
546,58.8179931640625,-764.8212890625
547,-145.86581420898438,-546.7639770507812
548,-61.84490966796875,-691.649169921875
549,-1.09014892578125,-783.8014526367188
550,-190.08612060546875,-775.7509765625
551,21.427459716796875,-688.738037109375
552,66.300048828125,-698.4636840820312
553,-107.24502563476562,-552.2769165039062
554,-22.27880859375,-527.6942749023438
555,-60.0274658203125,-352.701416015625
556,-16.524383544921875,-839.7863159179688
557,-64.1444091796875,-617.7626342773438
558,-142.96112060546875,-422.4615173339844
559,-13.2601318359375,-585.8057250976562
560,-88.92013549804688,-453.8891296386719
561,-91.965576171875,-853.0869140625
562,-54.766815185546875,-471.2926330566406
563,-23.316680908203125,-587.2471313476562
564,-8.410491943359375,-883.9191284179688
565,-41.158660888671875,-694.5478515625
566,-77.56753540039062,-479.1012878417969
567,-61.126068115234375,-769.646728515625
568,-37.858245849609375,-709.5808715820312
569,-38.556732177734375,-479.3656311035156
570,-168.0157470703125,-376.8958740234375
571,84.77243041992188,-674.8441772460938
572,-7.67364501953125,-456.8221740722656
573,-96.36279296875,-623.6953735351562
574,-55.90753173828125,-539.045654296875
575,-75.85995483398438,-718.4328002929688
576,-127.11550903320312,-419.22412109375
577,-28.014678955078125,-570.817626953125
578,50.66357421875,-710.2666015625
579,-36.71258544921875,-274.4859924316406
580,-191.63125610351562,-339.2157897949219
581,57.7264404296875,-833.1828002929688
582,-0.2890625,-475.5378112792969
583,-216.68267822265625,-442.423828125
584,-121.94976806640625,-595.819580078125
585,-43.4744873046875,-839.1386108398438
586,40.14111328125,-660.159423828125
587,-120.415283203125,-159.02598571777344
588,-55.739715576171875,-792.8772583007812
589,-110.08004760742188,-750.9741821289062
590,-109.597900390625,-299.814453125
591,84.9273681640625,-840.4234008789062
592,-9.208099365234375,-686.2163696289062
593,-114.877197265625,-438.7146301269531
594,-89.97854614257812,-626.7286987304688
595,34.52044677734375,-570.4426879882812
596,-193.8314971923828,-386.3216857910156
597,40.616729736328125,-556.21630859375
598,-105.15863037109375,-801.393798828125
599,-111.16937255859375,-698.8634643554688
600,-52.657318115234375,-709.9447631835938
601,-25.581207275390625,-895.0348510742188
602,-184.6453857421875,-683.6723022460938
603,-120.47216796875,-518.4986572265625
604,-59.34210205078125,-883.75244140625
605,-328.81268310546875,-289.37200927734375
606,-114.53109741210938,-574.4528198242188
607,-12.8541259765625,-778.13232421875
608,-51.54583740234375,-818.23291015625
609,-54.148651123046875,-784.0680541992188
610,80.6478271484375,-765.301513671875
611,-10.411712646484375,-691.7335815429688
612,-30.688262939453125,-703.8036499023438
613,-36.330047607421875,-454.186279296875
614,-184.7547607421875,-869.2484741210938
615,-89.31491088867188,-713.73388671875
616,-139.4547119140625,-1006.8876953125
617,-45.88885498046875,-775.0770874023438
618,-64.23733520507812,-623.854248046875
619,-112.7569580078125,-987.8619995117188
620,-43.997650146484375,-791.3330078125
621,-22.875579833984375,-514.9003295898438
622,-209.96047973632812,-470.3353271484375
623,-22.381591796875,-1081.5462646484375
624,-18.41552734375,-567.9177856445312
625,46.341766357421875,-641.5448608398438
626,-49.827484130859375,-423.6248474121094
627,-123.21151733398438,-621.3723754882812
628,54.7279052734375,-560.33642578125
629,-238.18045043945312,-677.0095825195312
630,-65.83303833007812,-1029.857421875
631,157.22647094726562,-927.5372924804688
632,-45.74615478515625,-398.1778564453125
633,97.71237182617188,-820.2626953125
634,91.82357788085938,-897.873779296875
635,-171.73056030273438,-649.984619140625
636,-30.50555419921875,-750.33740234375
637,-259.61285400390625,-961.3782348632812
638,-29.7659912109375,-599.0535278320312
639,81.4498291015625,-348.2091064453125
640,-24.36102294921875,-790.1301879882812
641,-161.24258422851562,-812.88671875
642,-93.26214599609375,-500.7337951660156
643,-198.778076171875,-757.3634643554688
644,64.81195068359375,-793.5068359375
645,85.51254272460938,-664.4738159179688
646,-133.72152709960938,-615.3350219726562
647,-68.3453369140625,-1086.8267822265625
648,-129.54397583007812,-597.9959106445312
649,-20.85101318359375,-587.404541015625
650,20.723068237304688,-312.9619445800781
651,-72.22238159179688,-402.407958984375
652,64.92398071289062,-610.0925903320312
653,-107.7110595703125,-861.4573364257812
654,-98.19863891601562,-267.5154113769531
655,-67.10385131835938,-262.8996276855469
656,65.90066528320312,-847.9236450195312
657,-109.54586791992188,-566.1288452148438
658,-124.67800903320312,-650.665771484375
659,-130.29006958007812,-796.6486206054688
660,-75.799560546875,-381.444580078125
661,-89.44436645507812,-614.7018432617188
662,-193.36056518554688,-563.691650390625
663,-143.41290283203125,-915.6210327148438
664,14.981781005859375,-697.99951171875
665,-28.728546142578125,-531.0022583007812
666,-82.2015380859375,-328.6855163574219
667,-38.8045654296875,-697.40771484375
668,-12.119140625,-395.9471435546875
669,-26.074462890625,-677.7847290039062
670,1.31494140625,-985.0554809570312
671,37.894866943359375,-629.6866455078125
672,-65.99746704101562,-1006.4537963867188
673,-45.935302734375,-1077.3270263671875
674,-124.61471557617188,-475.6553039550781
675,7.595550537109375,-635.512451171875
676,-108.84063720703125,-583.9644775390625
677,-12.818878173828125,-608.072509765625
678,-109.84860229492188,-231.9932098388672
679,22.878692626953125,-429.3971862792969
680,-17.158935546875,-367.0265808105469
681,-42.040252685546875,-404.0205993652344
682,65.45835876464844,-446.4940185546875
683,-59.1124267578125,-676.8364868164062
684,-43.89453125,-664.297119140625
685,6.4453125,-775.9878540039062
686,-72.59719848632812,-401.59912109375
687,-113.22970581054688,-728.8263549804688
688,-74.4384765625,-768.4898071289062
689,-170.32998657226562,-381.0862121582031
690,115.88369750976562,-834.0720825195312
691,-24.987457275390625,-717.154296875
692,-130.68678283691406,-268.4222717285156
693,-43.91497802734375,-572.1467895507812
694,-77.83535766601562,-645.4744262695312
695,79.62130737304688,-791.48388671875
696,-25.013458251953125,-386.6349792480469
697,96.20919799804688,-530.4755249023438
698,32.98876953125,-1127.3880615234375
699,-92.99481201171875,-546.6211547851562
700,-104.19522094726562,-639.3474731445312
701,-0.0478515625,-642.0322875976562
702,-91.34872436523438,-776.6281127929688
703,-90.89373779296875,-612.3256225585938
704,23.40301513671875,-687.039794921875
705,-99.3839111328125,-1077.4635009765625
706,54.855224609375,-942.068115234375
707,-141.10406494140625,-747.199951171875
708,8.261993408203125,-673.9924926757812
709,-38.60650634765625,-513.93603515625
710,-77.93173217773438,-492.2950134277344
711,-79.34317016601562,-508.9241027832031
712,-123.14266967773438,-445.298828125
713,-45.2315673828125,-673.7573852539062
714,-26.67657470703125,-941.1105346679688
715,-102.392822265625,-714.0127563476562
