epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,131.722,0.44229,1.24702,0.89212,0.47184,0.35785,0.34359,0.18126,1.88241,2.65383,1.50303,0.0810304,0.0009984,0.0009984
2,261.64,0.3399,0.8437,0.85256,0.51136,0.41557,0.43893,0.17472,2.1423,2.62331,1.50009,0.0620304,0.0019984,0.0019984
3,390.036,0.32359,0.77538,0.84969,0.35265,0.34247,0.31149,0.10433,2.81271,2.85171,2.30461,0.0430304,0.00299837,0.00299837
4,518.237,0.2991,0.6977,0.84159,0.24687,0.08866,0.06045,0.01671,3.4788,4.31577,3.307,0.0240303,0.00399831,0.00399831
5,645.863,0.28388,0.64905,0.83778,0.37007,0.26043,0.22105,0.08023,2.63864,3.13017,2.13198,0.0050302,0.0049982,0.0049982
6,773.486,0.27268,0.62391,0.83628,0.48978,0.30926,0.3178,0.11353,2.66483,3.23499,2.11642,0.00499969,0.00499969,0.00499969
7,900.988,0.26245,0.58889,0.83336,0.29955,0.17758,0.10785,0.03565,3.45563,3.19994,2.92866,0.00499956,0.00499956,0.00499956
8,1028.58,0.25763,0.56633,0.83153,0.29917,0.24872,0.23696,0.10003,2.70454,3.5674,2.07598,0.0049994,0.0049994,0.0049994
9,1156.07,0.25011,0.55052,0.82829,0.45014,0.3196,0.30775,0.10946,2.78046,3.22859,2.08927,0.00499922,0.00499922,0.00499922
10,1283.64,0.24656,0.53783,0.82939,0.4351,0.29897,0.33604,0.14275,2.63725,3.33812,2.35998,0.00499901,0.00499901,0.00499901
11,1411.44,0.24555,0.5315,0.82802,0.52467,0.28406,0.33545,0.12038,2.78559,3.38097,2.22667,0.00499878,0.00499878,0.00499878
12,1539.09,0.24042,0.52322,0.82775,0.39374,0.40386,0.42458,0.20157,2.03043,3.06561,1.57055,0.00499852,0.00499852,0.00499852
13,1666.69,0.23774,0.51693,0.82762,0.26198,0.1752,0.13644,0.0497,3.67578,3.44982,3.54671,0.00499824,0.00499824,0.00499824
14,1796.02,0.23764,0.51125,0.82721,0.29188,0.28394,0.27237,0.0976,2.76834,3.43072,2.28049,0.00499794,0.00499794,0.00499794
15,1923.93,0.23292,0.50227,0.826,0.33382,0.24357,0.19025,0.05255,3.1535,3.56402,2.77447,0.00499761,0.00499761,0.00499761
16,2051.58,0.235,0.50463,0.8276,0.14315,0.3294,0.18389,0.08387,2.8522,4.30366,2.38139,0.00499725,0.00499725,0.00499725
17,2180.1,0.23246,0.49352,0.82735,0.49967,0.39581,0.44272,0.18285,2.25716,3.49972,1.75507,0.00499687,0.00499687,0.00499687
18,2307.95,0.23319,0.48736,0.82757,0.25304,0.23655,0.17578,0.06314,3.34078,3.39422,3.04377,0.00499647,0.00499647,0.00499647
19,2435.47,0.22856,0.48188,0.82479,0.44659,0.28831,0.27029,0.09186,2.81076,2.81504,2.43587,0.00499604,0.00499604,0.00499604
20,2563.04,0.23018,0.48492,0.82445,0.65303,0.41979,0.48659,0.19675,2.17061,2.69132,1.60538,0.00499559,0.00499559,0.00499559
21,2690.87,0.23003,0.47638,0.82513,0.42674,0.31133,0.32421,0.10676,2.82599,3.16775,2.29153,0.00499512,0.00499512,0.00499512
22,2818.37,0.23089,0.4769,0.82467,0.21385,0.1491,0.10903,0.04954,3.35107,4.04279,3.09573,0.00499462,0.00499462,0.00499462
23,2945.79,0.22949,0.47562,0.82597,0.2416,0.10435,0.11412,0.04359,2.80205,5.799,2.61198,0.00499409,0.00499409,0.00499409
24,3073.2,0.22732,0.47606,0.82539,0.4778,0.32202,0.3738,0.14339,2.56593,3.69584,2.00335,0.00499354,0.00499354,0.00499354
25,3200.8,0.22366,0.47063,0.82464,0.51785,0.42579,0.48038,0.18213,2.43899,3.48298,1.78546,0.00499297,0.00499297,0.00499297
26,3328.36,0.22537,0.46809,0.82416,0.45658,0.34758,0.36932,0.11754,2.77351,2.88561,2.20743,0.00499237,0.00499237,0.00499237
27,3455.77,0.2227,0.46853,0.82361,0.34585,0.21015,0.19153,0.07318,2.85137,3.95917,2.48364,0.00499175,0.00499175,0.00499175
